LOSE,To be unable to find something you once had
QUICK,Using very little time; moving far in little time
QUICKLY,Without taking a lot of time; fast
QUIET,Not loud; making very little sound
NEED,To be unable to manage without something; require
STAND,To be upright; not be sitting or lying down
QUOTE,To use someone's exact words in your writing or speech
FREEZE,To become hard because of very cold temperatures
RECOVER,To become healthy after an illness or injury; to get better
RADIO,System for sending and receiving signals through the air
DISAPPEAR,To become impossible to see
RAIN,Drops of water that fall out of clouds in the sky
RAISE,"To increase a quantity, size, intensity or price"
UNDERTAKE,"To begin or attempt, commit oneself to and begin"
RANGE,Limits within which something extends or varies
BECOME,To begin to be; grow to be; develop into
ARISE,"To begin, to start to happen"
REACT,To behave or make a change in a particular way
EXPECT,To believe something is probably going to happen
RECKON,To believe that something is true or possible; to calculate or guess
LEAN,To bend or move someone's body in a particular direction; (adj) very little fat
BURST,To break in a sudden and violent way
SPLIT,To break something into pieces or divide something
SIGH,To breathe out in a way to show boredom or disappointment
REMEMBER,To bring a previous image or idea to your mind
IMPORT,To bring items or goods from one country into another
REACTION,Feeling or action in response to something
CONSTRUCT,To build or create something
READER,Person who reads written or printed materials
INSURE,To buy protection against possible loss or injury
REALITY,"What is true, as opposed to what is imagined"
REALIZE,To become aware of or understand mentally
LOVE,To care for and like someone very strong and deeply
SEND,To cause mail or package to go to another place
EMBARRASS,To cause someone to feel uncomfortable about something
REASONABLE,Fair and sensible; appropriate
MOVE,To cause something to change to a different place
RECALL,To remember events or details of the past
CONVERT,"To change form, character, or function to another"
RECENT,Happening or beginning not long ago
RECENTLY,Just a while ago; not long ago
UPDATE,To change something by adding the most recent information
ADAPT,To change something to fit or suit a new purpose
RECOGNIZE,To remember because you have met it before
RECOMMEND,To say something is good and deserves to be chosen
TRANSFORM,To change the shape of something completely
TRANSLATE,To change words from one language into another
EDIT,To check and makes changes before publication
RED,Being the color of blood
REDUCE,To make something smaller or use less of it
WIPE,To clean or dry something with a cloth
REFER,To talk about or write about something
REFERENCE,To cite a piece of research in speech or in writing
SHUT,To close something
REFORM,To improve society by removing abuse and injustices
INTEGRATE,To combine together; make into one thing
REFUSE,To say that you will not accept something
REGARD,To pay attention to someone or something
FOLLOW,To come after someone; be guided by someone
RETURN,To come back to a place again
REGISTER,To record your name on an official list; sign up
REACH,To come to or arrive at a goal or destination
MEET,To come together at a certain time or place
REGULAR,Occurring or being done frequently
CLUSTER,"To come together to form a group of people, animals, or things"
COMPOSE,To come together to form or make something
REGULATION,Official rule that controls how something is done
RELATE,To understand or sympathize with someone or something
RELATIONSHIP,"Manner in which people, groups or countries behave toward one another"
RELATIVE,Measured or considered in comparison to something else
RELATIVELY,In a manner that measures or compares something to something else
ELIMINATE,To completely remove; to get rid of
RETAIN,To continue to have or use something; to keep
RELIGIOUS,Concerning religion or faith
DRIVE,To control a vehicle so that it moves somewhere
WRAP,To cover something on all sides with a piece of material or paper
MAKE,To create something by putting things together
INVENT,To create something useful for the first time
REMIND,To make someone remember something
COPE,To deal successfully with a difficult problem
REMOVE,"To move, erase or take away from a place"
RENT,To pay money for the use of something
DEVOTE,To decide to use or give something for something else
REPEAT,To say something again
REPLACE,To use instead of something else
REPLY,Answer someone's question
WANT,To desire or wish for something; hope for a thing
PRICE,To determine or set the cost of something
REPRESENTATIVE,Typical of a particular group or thing
REQUEST,To ask for something
REQUIRE,"To need something, to make it necessary"
REQUIREMENT,Something that is a necessity
WEIGH,"To determine the weight of, using scales"
RESEARCH,To carefully study to find and report new knowledge
GROW,To develop and become bigger or taller over time
RESIDENT,Someone who lives in a particular place
DERIVE,To develop or get something from something else
CONTROL,To direct or influence the behavior of something
DETECT,To discover or identify the presence of something
FIND,To discover something by looking for it
CONSULT,To discuss something to make a decision
EXHIBIT,To display or make available for people to see
RESOURCE,Essential supply of something
RESPECT,To think very highly of another person because of what they do
PLAY,To do or perform a game or sport
RESPOND,To say or write to answer the question
RESPONSE,Something said or written as an answer to something
RESPONSIBILITY,State of being dependable or reliable
RESPONSIBLE,Having the duty of dealing with something; being the cause or creator of something; behaving in a mature and reasonable manner
REST,"Time when one relaxes, sleeps, or is inactive"
RESTAURANT,"Place where you can order, buy and eat a meal"
FULFILL,To do something that was promised or required
RUSH,To do something very quickly
USE,"To do something with, for a task or purpose"
CONTINUE,"To do something without stopping, or after pausing"
BEGIN,To do the first part of an action; to start
SOLAR,"To do with the sun, like sunlight or the heat from the sun"
CONSUME,"To eat, drink, buy or use up something"
BE,To exist; to be alive; used to give information about someone or something
ANTICIPATE,To expect or look ahead to something positively
REVEAL,"To make known, to show or prove"
REVENUE,Money that is made by or paid to a business
UNDERGO,"To experience something, often bad"
REVIEW,To carefully look at the quality of something
SHOW,To explain or teach how something is done
PRAISE,To express approval of something or someone
PROTEST,To express opposition through action or words
NEGLECT,To fail to take care of something
RICH,"Having a lot of money, possessions, or resources"
ADMIRE,To feel respect or wonder toward someone
RIDE,To sit on and control a horse or vehicle
OCCUPY,"To fill a time, a space, or an area"
RISE,To move from a lower position to a higher one
RISK,To take the chance that you may do something dangerous
RIVER,Flowing water that runs from mountains to the sea
ROAD,Long piece of hard land for cars to travel on
ROCK,"Big stone; hard, solid substance forming mountains"
ROLE,Character played by an actor
ROLL,To move along a surface by turning many times
RESOLVE,To find an answer or way to handle a problem
CALCULATE,To find an answer using mathematics
ROOT,Part of a plant that grows underground
COMPUTE,To find out by calculating or estimating
LIKE,To find something pleasing; to prefer something
ROUND,Being in the shape of a circle or ball
ROUTE,Way to get from one place to another place
TRACE,"To find, describe or discover by investigation"
STOP,To finish moving or to come to an end
REPAIR,To fix something that is broken; fix
RULE,Statement that says how things should be
STUDY,To focus on learning something usually at school
SPECIALIZE,To focus on one area of a field or profession
CHASE,To follow and try to catch someone or something
SAFE,Being out of danger
SAFETY,State of being free from harm or danger
PURSUE,To follow and try to catch something; to try to get something
COUGH,"To force air through your throat with a short, loud noise"
EVALUATE,To form an idea to judge something carefully
POLL,To get information by asking many people questions about a particular subject
LEARN,To get knowledge or skills by study or experience
RECRUIT,"To get people to come and work, join, or study with you"
BUY,To get something by paying money for it
RECEIVE,To get something that someone has given or sent to you
DESERVE,To get the appropriate reward or punishment for the way you behaved or something you did
SATISFY,To be happy because you met your expectation
SAVE,To rescue someone or something from a bad situation
QUALIFY,To get the necessary skill or knowledge to do a particular job or activity
SCALE,A device that is used to weigh a person or thing
PERSUADE,"To get you to do/believe something, by giving reasons"
EXCUSE,To give a reason to explain why you did something
SCENE,Part of an act in a play
SCHEDULE,To arrange a time to do something with others
SCHEME,Often dishonest plan to get or do something
COMMUNICATE,To give and exchange information
SUPPORT,To give assistance or advice to someone
SCIENCE,Knowledge of the physical world based on facts
PAY,To give money for goods or work done
DEAL,"To give out (cards, etc.) to; distribute"
SCORE,To get points in a sport such as kicking a ball into a goal
JUSTIFY,To give reasons why you did something or why it is right
SCREEN,"Flat surface on a computer, or tv that shows images"
SEA,Place with a large amount of salt water
ASSIGN,To give someone a particular job or something to do
SEARCH,To carefully look for something
SEASON,One of the four parts of the year determined mainly by the weather during that time
REWARD,To give something to someone because of their good work
OFFER,To give the opportunity to accept something
ENTITLE,To give the right to do or have something to someone
SECTION,One of the parts that form something
SECTOR,Area that includes certain kinds of job
SECURE,"To protect something from danger or harm, keep things safe"
LEND,To give to someone for a while before it is returned
YIELD,To give way to someone or something else
SEEK,To search for; to try to find; look for
DEDICATE,"To give your energy, time, etc., completely to someone"
SINK,"To go down below the surface of water, mud, etc."
SELECT,"To choose from a group, something most suitable"
REVERSE,To go in the opposite direction
ACCOMPANY,To go somewhere with someone
SELL,To exchange something for money
VISIT,"To go to a place for a time, usually for a reason"
SENIOR,Having higher status or authority than another person
SENSE,"To perceive using sight, sound, taste touch or hearing"
DEVELOP,"To grow bigger, more complex, or more advanced"
SENTENCE,Set of spoken or written words that make a whole statement
SEPARATE,"To divide into parts, or to make something divide into parts"
DISTRIBUTE,To hand in or deliver something to people
SERIES,Number of things that happen one after another
SERIOUS,Needing thought or concentration; important; in a sober manner
GIVE,To hand over or present something to someone
SERVE,To give or provide something to another person
DISAGREE,To have a different opinion from someone
NEGOTIATE,To have a formal discussion to reach an agreement
SETTLE,To move to a new environment and become accustomed to it
MEAN,To have a particular meaning or value
THINK,"To have an idea, opinion, or belief about something"
KEEP,To have and continue to hold something
SEX,State of being male or female mostly biological
DARE,To have enough courage to do something
KNOW,To have knowledge of things in your mind
SHAKE,To move something violently back and forth or up and down
SHALL,"Expressing the future tense, to expect to happen"
SHAPE,"Outer form of something, what it looks like"
INVOLVE,To have or be included as a part of something
ENCOUNTER,"To have or experience something, often unpleasant or difficult"
POSSESS,To have or own something
DOMINATE,To have power or influence over
CORRESPOND,To have similarity or equality with something
ASSIST,To help
BOOST,To help increasing progress or growth
SPONSOR,To help someone or something succeed by giving them money 
SHIFT,To change in position or direction
CRASH,To hit something hard enough to cause serious damage
SHIP,Large boat
SHOCK,Sudden bad feeling caused by something unexpected
SHOOT,To kick or throw a ball at a goal
SHOP,Place which sells things
TAP,To hit something lightly
SHORT,Small distance from one end to the other
KNOCK,To hit something to get people's attention
EMBRACE,To hold someone closely
HARM,"To hurt, damage, or cause problems"
INCORPORATE,To include or involve as part of something else
POINT,To indicate something with your finger to others
UNITE,To join or come together as one
ISOLATE,To keep in a place or situation apart from others
PRESERVE,To keep something in an unchanged or perfect condition
UNDERSTAND,"To know the meaning of language, what someone says"
SIGNIFICANT,Large enough to be noticed or have an effect; important
RESIGN,To leave a job because you want to
ABANDON,To leave someone or something you are responsible for and not return
ALLOW,To let or permit someone do something
UNDERLIE,To lie or exist beneath
COUNSEL,To listen and give expert advice to someone
SIMILAR,Nearly the same
SIMPLE,Not hard to understand or do; not complex
SIMPLY,In an easy or clear manner
CARE,To look after someone or something
SING,To make musical sounds with your voice
SINGLE,"Only, merely"
READ,To look at and comprehend the meaning some writing
WATCH,To look at carefully to work out what is happening
SISTER,Female you share a parent with
STARE,To look at someone or something for a long time
GLANCE,To look at someone or something quickly
SITUATION,"Condition, location or position"
SIZE,How big or small a thing is
SCAN,To look within something for a particular person or thing
SKILL,Ability to do something well
FADE,To lose strength or freshness
SERVICE,To maintain a piece of machinery so it runs well
SLEEP,"To rest your body in bed, as at night time"
SUSTAIN,"To maintain, lengthen or continue to do something"
ALTER,To make a change to something
DECIDE,To make a choice about something or choose after thinking
SLIGHTLY,Concerning a small quantity or degree
BOOM,To make a deep hollow resonant sound
POUR,To make a liquid flow from one container into another
SLOW,Moving or happening without speed; not fast
SWEAR,To make a serious promise to do something
SCREAM,To make a sudden loud cry
BET,To make an agreement on the results of an event where the losers give something (usually money) to the winner
SMOKE,To breathe in through a cigarette and then blow it out
TRY,"To make an effort, to attempt to do something"
PROVIDE,To make available; to supply for use
SHINE,To make bright light
CRAFT,To make by hand and with much skill
SOCIETY,Community of people living together
REVISE,To make changes to improve something
SOFTWARE,Market for software is expected to expand
NOTE,To make mention of something; to make a remark
SOLDIER,Person who is in the military
COMPLICATE,To make more difficult
SOLUTION,Something that ends a problem
SOLVE,To find a way to deal with a problem
CHANGE,"To make or become different, or into something else"
SOMEBODY,Person who is not known or named
INCREASE,To make or become something larger in size or amount
SOMEONE,Person who is not known or named
REGULATE,To make rules or laws to control something or someone
SOMETIMES,Only at certain times; occasionally
IMPRESS,To make someone admire or respect another person or thing
SOMEWHERE,At or to an unknown or unnamed place
SON,Male child; friendly way of addressing a boy
SONG,Some music with words in verse
FRIGHTEN,To make someone afraid or nervous
SORRY,What you say to admit you were wrong
TRICK,To make someone believe something that is not true
MOTIVATE,To make someone excited about doing something
SOURCE,Produces or provides what is wanted or needed
SOUTH,Direction that is the opposite of north
SCARE,To make someone feel frightened or worried
SPACE,Empty area with nothing in it
DEPRESS,To make someone feel very sad; to reduce the value of something
INSPIRE,To make someone have the desire to do something
SPEAKER,Person who makes a speech before a group
SPECIAL,Different from what is usual; better or greater than normal
ANGER,"To make someone mad, upset, or annoyed"
BORE,To make someone not interested in something
INTEREST,To make someone want to know about something
SPECIFIC,Special or particular; clearly presented or stated
SPEECH,Expression of ideas or opinions
SPEED,Quality of being fast or quick
INCLUDE,To make someone/something part of a group
ENHANCE,To make something better; to improve
STRETCH,To make something bigger or looser by pulling on it
SPIRIT,Part of a person that is not physical and believed to be the source of human emotions and character
CAUSE,To make something happen; create effect or result
BAN,To make something illegal or not allowed
SPORT,Game or physical exercise with rules
SPOT,See someone by chance
SPREAD,To place something over or cover a large area
SPRING,Time of year when plants start growing after winter
BEND,To make something not straight; make into a curve
SEAL,To make something so that it does not leak air or water
STAFF,Employees of a company
STAGE,Place where actors or musician perform for others
TRIGGER,To make something start happening
STRENGTHEN,To make something stronger
CONFUSE,To make something unclear or hard to understand
ASSURE,To make sure that something happens
LEVEL,To make things flat or even
STANDARD,Accepted level of quality; an official measurement
STAR,A bright planet of gas in the night sky
CONSTITUTE,To make up or be part of something
COMPRISE,To make up or form something
PUMP,To make water or any other liquid move using a machine
STATEMENT,Act or process of saying something formally
STATION,Place where you can catch a train or a bus
STATUS,Position or rank relative to others in a society
CREATE,"To make, cause, or bring into existence"
STAIN,To mark or change the color of something so it looks dirty
STEP,Flat horizontal piece that forms stairs
STICK,Long thin piece of wood from a tree
GREET,To meet someone with friendly words and actions; to welcome
SUGGEST,To mention something that could be done; propose
CITE,To mention the work of others in your writing
STONE,"Hard, solid piece of rock"
STIR,To mix something by making circular movements in it with a tool
BREATHE,To move air into and out of your lungs
STORE,Place where you can go to buy things
WANDER,To move around without purpose
LEAP,To move forwards often in big steps
STRAIGHT,"Not having curves, bends, or angles"
DIG,To move material to create a hole
STRANGE,Unusual or odd; surprising because unexpected
FOLD,To move one part of something so that it lies on top of another part
STRATEGY,Careful plan or method for achieving a goal
PUT,To move or place a thing in a particular position
STREET,Road in a city with buildings and places to walk
STRENGTH,Being strong
GO,To move or travel to another place
STRESS,To be in a state of mental tension due to problems
HURRY,To move quickly
SLIDE,"To move smoothly and easily, usually over a surface"
STRIKE,To hit something
SWING,To move smoothly backwards and forwards or from side to side while hanging from something
COME,To move toward someone; go with someone
WALK,To move with your legs at a slowish pace
STRONG,Having big muscles; physically powerful
RUN,To move your legs faster than walking
STRUGGLE,To try very hard to do something difficult
OWE,"To need to pay money to a person, bank, business, etc."
RID,To no longer be wanted so you throw it away
STUFF,"Generic description for things, materials, objects"
DISAPPOINT,To not meet the expectations of others or yourself
LET,To not stop someone from doing something
PERCEIVE,To notice or become aware of something
DISTINGUISH,To notice the difference between two or more things or people
GET,"To obtain, receive, or be given something"
APPOINT,"To officially choose a person for a job, position"
SUCCESS,Achievement of a desired purpose or goal
SUCCESSFUL,Having the desired effect or result
GOVERN,To officially control and lead an area
MOUNT,To organize and begin an action; to attach to a support
SUDDENLY,In an unexpected or very quick manner
SUFFER,"To experience pain, illness, or injury"
HAVE,"To own, possess, or hold something"
CALL,To phone someone
TAKE,To pick up something and go away with it
SUGGESTION,Idea about what someone should do
SUIT,To be appropriate for a given situation
SITUATE,To place someone or something in a particular place or position
SUM,Amount when all is added together; total
CLICK,To press a button
SUMMER,Part of the year when the weather is hot
SUN,The hot shining star the earth moves around
BITE,To press down on or cut into something with the teeth
RESTRICT,To prevent from doing something
SUPPLY,To give or sell goods to others for their use
EXCLUDE,To prevent someone from access to a group
SUPPOSE,To imagine or guess what might happen
BREED,To produce baby animals of specific kinds
DEFEND,To protect against an attack
SURFACE,Of the top layer; superficial
INPUT,"To put in information, advice, or opinions"
SURPRISE,To do something that another person didn't expect
RESTORE,"To put or bring back into existence or use, mend"
SURROUND,To be on every side of something
SURVEY,To ask people a question about a particular topic
POSE,To put someone in a position to be photographed
SURVIVE,To continue to live despite illness or trouble
PLACE,To put something in a certain location or position
BURY,To put something into the ground and cover it
GRAB,To quickly reach out and take something in your hand.
BORROW,To receive something from someone and later return it
SWEEP,To remove dust or dirt from a surface with a broom or brush
SWIM,To move through water by moving parts of the body
INTERPRET,To repeat what was said in another language
RESCUE,To save something from danger or harm
REMARK,To say an opinion or make a comment about something
TABLE,Raised flat surface
VALUE,To say how much money something is worth
TELL,To say or communicate information to someone
JOKE,To say or do things that are meant to be funny
BLAME,To say someone is responsible for something bad
DAMN,To say someone should be punished for their bad behavior
DECLARE,To say something in an official or sure way
APOLOGIZE,To say sorry because of a mistake or injury you made
ACCUSE,To say that someone has done something bad or wrong
TAPE,To stick things together using an adhesive strip
TARGET,A goal or amount you are trying to achieve
TASK,Big or small piece of work someone has to do
TAX,Money taken by a government from its people
TAXI,Car that transports people for money
TEA,Drink made when you put dried leaves in hot water
TEACH,To help someone learn or do something
TEACHER,"Person who teaches others, especially in a school"
TEAM,Group of people working on a task together
TECHNICAL,Of practical use of machines or science in industry
TECHNIQUE,Way of doing by using special knowledge or skill
TELEPHONE,Machine used to talk to someone who is far away
CRITICIZE,To say that someone or something is bad
TALK,To say things or ideas to someone with words
TEND,To regularly behave in a certain way
ASK,To say to someone that you want something
STEAL,To secretly take something that belongs to another
BROADCAST,To send out signals by radio or television
DISMISS,To send someone away
CAST,"To send, throw, or move something or someone in a direction"
BREAK,"To separate into pieces by force, or by dropping"
INSTALL,To set up a piece of equipment so that it is ready to use
EXPOSE,"To show something that is usually hidden, covered, or protected"
LEAD,To show the way or guide others
SLIP,To slide out of position or fall to the ground by accident
TEXT,Written part of a book or other work
EVOLVE,To slowly change or develop into something better
GRIN,To smile a big smile
SHOUT,To speak very loudly because you want to get their attention
RUIN,"To spoil something, to make it useless"
THEATER,Place where shows are performed on a stage
THEME,Main subject to discuss or describe
THEMSELVES,Reflexive form of they
IMPLEMENT,To start and carry out a plan or government policy; (n) tool
FOUND,To start something such as a company or organization
SUMMARIZE,To state the main or most important ideas of something
ALLEGE,To state without proof
THEREFORE,For that reason
SPECIFY,"To state, name, or mention exactly and clearly"
FLOAT,To stay on the surface of a liquid and not sink
CANCEL,To stop a planned event from happening
HESITATE,To stop before doing something because you are unsure what to do
DISTURB,To stop someone from working or sleeping
SUSPEND,To stop something for a period of time; to interrupt
RETIRE,To stop working because you have reached a certain age
THREAT,Warning of probable trouble
THREATEN,To say you will harm or hurt someone
EMPHASIZE,To stress the items that are important
THROUGHOUT,"Over or across an entire thing or place, or in every part of something"
THROW,To use your arm to make a thing fly through the air
THUS,Therefore; so; as a result
TICKET,Piece of paper that lets you enter or use something
URGE,To strongly persuade someone to do something
TILL,Until
ANALYZE,To study carefully to find out the meaning of
WIN,To succeed in a game or contest
TIRE,Lose energy and feel that you need to rest
OVERCOME,To succeed in a struggle
TITLE,Name given to something to identify or describe it
ACCOMPLISH,To succeed in doing; complete successfully
COLLAPSE,To suddenly fall down or break apart
IMPLY,"To suggest something, without saying it directly"
TOMORROW,Day after today
ADVISE,To suggest what should be done
TACKLE,To take action to solve a difficult problem
TONIGHT,Night following this day
ENTERTAIN,To take care of guests by helping them enjoy their time
BRING,To take or go with someone to a place
HAPPEN,To take place or occur
TOPIC,Matter people talk or write about
TOTAL,Whole number or amount of something
TOTALLY,In a complete way; completely; absolutely
TOUGH,Very difficult to do or deal with
TOUR,A journey to visit several places for pleasure
TOURIST,Someone who travels to a place for pleasure
STRIP,To take something away from (someone)
TOWARD,Facing or moving in the direction of something
BOTHER,To take the trouble to do something
CHAT,To talk in a friendly and relaxed manner
WHISPER,To talk with breath but no voice
TRACK,To follow behind someone to see what they are doing
TRADE,"To buy, sell and exchange goods in business"
TRADITIONAL,Involved in a tradition
TRAFFIC,Amount of activity over a communication system
EDUCATE,To teach someone in a school or college
THANK,To tell someone you are grateful to them
TRANSFER,To move something from one place to another
ASIDE,To the side; out of the way; for later use
CONSIDER,To think carefully about something
TRANSPORT,To carry things from one place to another
BELIEVE,To think or accept that something is true
TRAVEL,To go to a place that is far away
TREAT,To act in a certain way toward someone
TREATMENT,Way someone acts toward another
TREE,Tall green plants in a forest
TREND,"General direction of developing, proceeding"
TRIAL,Concerning or used in a trial
STROKE,To touch someone or something repeatedly in a caring way
SAIL,To travel on water in a ship or boat
TRIP,Journey or visit to a place
TROUBLE,State of difficulty or stress
RESIST,To try to stop or prevent something
COMPETE,To try to win something such as a race or game
TRUST,To be confident that someone is honest and reliable 
TRUTH,Real facts about something
SPIN,To turn around repeatedly
TWIST,To turn something in opposite directions at the same time
LOOK,To turn your eyes in a particular direction
TWICE,Two times
FIGURE,To understand after thinking; work out
HOLD,To use hands or arms to carry or keep something
SPEND,To use money to pay for something
TYPICAL,Normal; usual; expected
FORCE,To use physical strength or violence to persuade
SAY,To use words to tell a message
SPEAK,"To use words to tell information, express thoughts"
SEE,To use your eyes to look at something
SMELL,To use your nose to sense something
MARCH,To walk with regular steps as a group 
UNCLEAR,Not easy to understand; not obvious
DEFEAT,To win against someone in something such as a fight or game
PRAY,To wish or hope for something to happen or be true
STRAIN,Too much pressure on a person or system that can cause problems
SOIL,Top layer of earth in which plants grow
HEAD,Top part of your body with eyes and a mouth
REAR,Towards the back part of something
UNFORTUNATELY,In a way that is to be regretted; unluckily
JOURNEY,Traveling from one place to another; trip
UNIQUE,Unlike other things; being the only one like it
UNIT,Single thing or person; a part of something larger
THERAPY,Treatment intended to help fix your problem or medical illness
UPSET,"Troubled, worried, or angry"
VAN,Truck with an enclosed cargo space
UNIVERSITY,High-level educational institution; college
PIPE,"Tube a round, hollow piece of metal, plastic, or wood"
UNLESS,Negative of 'if'
TWIN,Two children born from the same mother at the same time
RATIO,Two numbers that show the relationship between two groups of people or things
VICE,Type of evildoing
CLIMATE,Typical weather conditions in a particular place
BLIND,Unable to see; with eyes that cannot see
RAW,Uncooked
UPON,More formal term for on
BENEATH,Under; in or to a lower position; below
ILLNESS,Unhealthy condition of the mind or body
WORD,Unit of language that has a meaning
METER,Unit of length equal to 100 cm or about 39 inches
YEAR,Unit of time equal to 12 months
USEFUL,That can help with a particular task
USUAL,Being the way things occur most of the time
USUALLY,Normally; regularly
MINUTE,Unit of time equal to 60 seconds
UGLY,Unpleasant to look at; not attractive
YET,Until now; up to the present
UNTIL,"Up to, to indicate a point in time when something happens"
COULD,"Used as the past form of can, to show possibility"
BUT,"Used before you say something different, opposite"
VARIOUS,Several; consisting of different things or types
VARY,"To be changeable, both up and down"
OURSELVES,Used by a speaker to show that they and one or more people are affected by their action
VEHICLE,Machine (such as a car) that is used to carry things
EVERYDAY,Used or seen daily; suitable for daily use; ordinary
ACTUALLY,Used to add new (often different) information
VERSION,Particular form of something and other forms
WITH,Used to express that people or things are together
MIGHT,Used to express that something could happen
SECONDLY,Used to give a point or reason after the first
SHOULD,Used to indicate what is proper or reasonable
OR,"Used to link alternatives, to introduce another choice"
SOME,Used to refer to a person or thing that is not known
THE,Used to refer to something already mentioned
VIDEO,Recording capturing action with sound 
WE,Used to refer to the speaker and other people together
VILLAGE,Small town in the country
THEY,"Used to refer to two or more people, animals, or things"
AND,Used to refer to two or more things
BOTH,Used to refer to two things at the same time
MUST,Used to say that something is required or necessary
WITHOUT,Used to say you don't have something or it isn't in a place
VERSUS,Used to show that a thing or person is against another thing or person
VISITOR,One who goes to a place to see it (or someone)
FOR,"Used to show the purpose, or need of something"
THAT,Used to show which person or thing we are talking about
VOICE,Sound made when you speak or sing
VOLUME,"Level of sound produced by an object, such as a radio or television"
MAY,Used to talk about what is possible
THAN,Used when comparing two things
VOTE,"To make a choice for or against, as in an election"
WAIT,To spend time until an expected thing happens
WILL,Used with verbs to express the future
WALL,"High, flat side of a room or building"
FUNCTIONAL,Useful; not just for decoration
ELECTRIC,Using a particular type of energy carried through metal wire
WAR,Situation where armies fight each other
WARM,Slightly hot; not very hot
WARN,To tell someone about possible danger
WASH,To clean someone or something with soap and water
WASTE,To use valuable things ineffectively
DIGITAL,Using electronic signals or computers
WAVE,To move your hand or arm to say hello or goodbye
EXPERIMENTAL,Using techniques that are different or untried before
TRAIN,Vehicle that carries people and runs on rails
REALLY,Very
PRECISE,Very accurate and exact expression or detail
MAD,"Very angry, very strong feelings, crazy"
TERRIBLE,Very bad; horrible
WEAPON,Something that is used for fighting
AWFUL,Very bad; horrible; terrible
SEVERE,Very bad; very serious
WEEKEND,Saturday and sunday
MASSIVE,Very big; very large and heavy
FANTASTIC,"Very fanciful in design, construction, or appearance"
WEIGHT,How heavy something is
GREAT,Very good; fantastic; wonderful
WELCOME,Friendly greeting to someone who has arrived
EXTREME,Very great in degree
GREATLY,Very much
RADICAL,Very new and different from what is traditional
ANCIENT,Very old; having lived a very long time ago
NEWLY,Very recently; just done or made
WHATEVER,Anything or everything needed; no matter what
MOMENT,Very short or brief period of time
PARALLEL,Very similar and often occurring at the same time
SLIGHT,Very small in degree or amount
WHEREAS,Taking into consideration the fact that
STEEL,Very strong metal made of iron and other substances mixed together
INTENSE,"Very strong, great, or extreme in degree"
HORRIBLE,Very unpleasant
TINY,"Very, very small"
QUITE,Very; in a complete or total manner
WHITE,Lightest color; the color of fresh snow and milk
FORM,Visible shape or style; type; kind
CURIOUS,Wanting to know more about something
COMPETITIVE,Wanting to win or to be better than others
WIDE,Having a great distance from one side to the other
SOUND,Waves traveling in air or water that can be heard 
WIFE,Married woman
WILD,Living in nature; not tame
MODE,Way of acting or doing something
YES,Way to say you agree or will do something
WIND,Natural movement of outside air as part of the weather
WINDOW,Opening in a wall or door to let in light
WINE,Alcoholic drink made from the juice of grapes
CUSTOM,What is usual or normal
WINTER,Coldest season of the year
WHO,"What or which person or people, to ask about, talking about"
FOOD,What people and animals eat to live
NAME,What something or someone is called
WISH,To want something to happen or to become true
PROBABILITY,What the chances are that something will happen
HELLO,What you say when you meet someone
HI,What you say when you meet someone; hello
EXCITEMENT,When people feel very happy and enthusiastic
WONDER,Surprise caused by experiencing something amazing
WONDERFUL,Producing feelings of enjoyment or delight
INVITATION,When someone asks you to do something or go somewhere
PREGNANT,When women carry a child inside them that is not yet born
YOUTH,When you are young; a young person
WORKER,Person who works
PRIDE,When you respect yourself
WORRY,To feel concerned or troubled about something
WORTH,How much something is worth; the value of something
HOPE,When you wish something would happen; what you wish
BOUNDARY,Where one area ends and another begins
WRONG,"Not right, incorrect; not true; bad"
RICE,White or brown grains from a plant used for food
YEAH,Yes (informal)
SUGAR,White sweet substance used to make foods sweeter
DETERMINATION,Will to achieve a goal despite difficulties
CABLE,"Wire carrying electricity, tv signals, internet, etc."
YESTERDAY,Day before today
SURELY,With certainty; definitely
RAPIDLY,With great speed
REGARDLESS,Without being affected or concerned by something difficult or troubling
NOT,"Word indicating the negative of verbs, adjectives, etc."
YOURSELF,"Reflexive form of 'you', used for an emphasis"
VERB,Word that expresses an action or state
WHEN,Word you use to ask about the time or day
WHERE,Word you use to ask the location of something
CANDIDATE,A person being considered for a job or position in office
LANGUAGE,Words or signs used to communicate messages
CONFERENCE,An event where people exchange ideas
EFFICIENCY,Working well; producing something without waste
PARTNERSHIP,Working with others for some purpose
VALUABLE,Worth a lot of money
CRITICISM,Written or spoken remarks about what is bad about someone or something
OWN,"Yours, his, hers, etc.; not belonging to another"
